日期,时间,币种,原因
2026-01-15,17:30,BCH,整个时间点缺失
2026-01-15,17:30,BNB,整个时间点缺失
2026-01-15,17:30,BTC,整个时间点缺失
2026-01-15,17:30,CFX,整个时间点缺失
2026-01-15,17:30,CRO,整个时间点缺失
2026-01-15,17:30,CRV,整个时间点缺失
2026-01-15,17:30,DOGE,整个时间点缺失
2026-01-15,17:30,DOT,整个时间点缺失
2026-01-15,17:30,ETC,整个时间点缺失
2026-01-15,17:30,ETH,整个时间点缺失
2026-01-15,17:30,FIL,整个时间点缺失
2026-01-15,17:30,HBAR,整个时间点缺失
2026-01-15,17:30,LDO,整个时间点缺失
2026-01-15,17:30,LINK,整个时间点缺失
2026-01-15,17:30,LTC,整个时间点缺失
2026-01-15,17:30,NEAR,整个时间点缺失
2026-01-15,17:30,SOL,整个时间点缺失
2026-01-15,17:30,STX,整个时间点缺失
2026-01-15,17:30,SUI,整个时间点缺失
2026-01-15,17:30,TAO,整个时间点缺失
2026-01-15,17:30,TON,整个时间点缺失
2026-01-15,17:30,TRX,整个时间点缺失
2026-01-15,17:30,UNI,整个时间点缺失
2026-01-15,17:30,XLM,整个时间点缺失
2026-01-15,17:30,XRP,整个时间点缺失
2026-01-15,18:00,AAVE,整个时间点缺失
2026-01-15,18:00,APT,整个时间点缺失
2026-01-15,18:00,BCH,整个时间点缺失
2026-01-15,18:00,BNB,整个时间点缺失
2026-01-15,18:00,BTC,整个时间点缺失
2026-01-15,18:00,CFX,整个时间点缺失
2026-01-15,18:00,CRO,整个时间点缺失
2026-01-15,18:00,CRV,整个时间点缺失
2026-01-15,18:00,DOGE,整个时间点缺失
2026-01-15,18:00,DOT,整个时间点缺失
2026-01-15,18:00,ETC,整个时间点缺失
2026-01-15,18:00,ETH,整个时间点缺失
2026-01-15,18:00,FIL,整个时间点缺失
2026-01-15,18:00,HBAR,整个时间点缺失
2026-01-15,18:00,LDO,整个时间点缺失
2026-01-15,18:00,LINK,整个时间点缺失
2026-01-15,18:00,LTC,整个时间点缺失
2026-01-15,18:00,NEAR,整个时间点缺失
2026-01-15,18:00,SOL,整个时间点缺失
2026-01-15,18:00,STX,整个时间点缺失
2026-01-15,18:00,SUI,整个时间点缺失
2026-01-15,18:00,TAO,整个时间点缺失
2026-01-15,18:00,TON,整个时间点缺失
2026-01-15,18:00,TRX,整个时间点缺失
2026-01-15,18:00,UNI,整个时间点缺失
2026-01-15,18:00,XLM,整个时间点缺失
2026-01-15,18:00,XRP,整个时间点缺失
2026-01-15,18:30,AAVE,整个时间点缺失
2026-01-15,18:30,APT,整个时间点缺失
2026-01-15,18:30,BCH,整个时间点缺失
2026-01-15,18:30,BNB,整个时间点缺失
2026-01-15,18:30,BTC,整个时间点缺失
2026-01-15,18:30,CFX,整个时间点缺失
2026-01-15,18:30,CRO,整个时间点缺失
2026-01-15,18:30,CRV,整个时间点缺失
2026-01-15,18:30,DOGE,整个时间点缺失
2026-01-15,18:30,DOT,整个时间点缺失
2026-01-15,18:30,ETC,整个时间点缺失
2026-01-15,18:30,ETH,整个时间点缺失
2026-01-15,18:30,FIL,整个时间点缺失
2026-01-15,18:30,HBAR,整个时间点缺失
2026-01-15,18:30,LDO,整个时间点缺失
2026-01-15,18:30,LINK,整个时间点缺失
2026-01-15,18:30,LTC,整个时间点缺失
2026-01-15,18:30,NEAR,整个时间点缺失
2026-01-15,18:30,SOL,整个时间点缺失
2026-01-15,18:30,STX,整个时间点缺失
2026-01-15,18:30,SUI,整个时间点缺失
2026-01-15,18:30,TAO,整个时间点缺失
2026-01-15,18:30,TON,整个时间点缺失
2026-01-15,18:30,TRX,整个时间点缺失
2026-01-15,18:30,UNI,整个时间点缺失
2026-01-15,18:30,XLM,整个时间点缺失
2026-01-15,18:30,XRP,整个时间点缺失
2026-01-15,19:00,AAVE,整个时间点缺失
2026-01-15,19:00,APT,整个时间点缺失
2026-01-15,19:00,BCH,整个时间点缺失
2026-01-15,19:00,BNB,整个时间点缺失
2026-01-15,19:00,BTC,整个时间点缺失
2026-01-15,19:00,CFX,整个时间点缺失
2026-01-15,19:00,CRO,整个时间点缺失
2026-01-15,19:00,CRV,整个时间点缺失
2026-01-15,19:00,DOGE,整个时间点缺失
2026-01-15,19:00,DOT,整个时间点缺失
2026-01-15,19:00,ETC,整个时间点缺失
2026-01-15,19:00,ETH,整个时间点缺失
2026-01-15,19:00,FIL,整个时间点缺失
2026-01-15,19:00,HBAR,整个时间点缺失
2026-01-15,19:00,LDO,整个时间点缺失
2026-01-15,19:00,LINK,整个时间点缺失
2026-01-15,19:00,LTC,整个时间点缺失
2026-01-15,19:00,NEAR,整个时间点缺失
2026-01-15,19:00,SOL,整个时间点缺失
2026-01-15,19:00,STX,整个时间点缺失
2026-01-15,19:00,SUI,整个时间点缺失
2026-01-15,19:00,TAO,整个时间点缺失
2026-01-15,19:00,TON,整个时间点缺失
2026-01-15,19:00,TRX,整个时间点缺失
2026-01-15,19:00,UNI,整个时间点缺失
2026-01-15,19:00,XLM,整个时间点缺失
2026-01-15,19:00,XRP,整个时间点缺失
2026-01-15,19:30,AAVE,整个时间点缺失
2026-01-15,19:30,APT,整个时间点缺失
2026-01-15,19:30,BCH,整个时间点缺失
2026-01-15,19:30,BNB,整个时间点缺失
2026-01-15,19:30,BTC,整个时间点缺失
2026-01-15,19:30,CFX,整个时间点缺失
2026-01-15,19:30,CRO,整个时间点缺失
2026-01-15,19:30,CRV,整个时间点缺失
2026-01-15,19:30,DOGE,整个时间点缺失
2026-01-15,19:30,DOT,整个时间点缺失
2026-01-15,19:30,ETC,整个时间点缺失
2026-01-15,19:30,ETH,整个时间点缺失
2026-01-15,19:30,FIL,整个时间点缺失
2026-01-15,19:30,HBAR,整个时间点缺失
2026-01-15,19:30,LDO,整个时间点缺失
2026-01-15,19:30,LINK,整个时间点缺失
2026-01-15,19:30,LTC,整个时间点缺失
2026-01-15,19:30,NEAR,整个时间点缺失
2026-01-15,19:30,SOL,整个时间点缺失
2026-01-15,19:30,STX,整个时间点缺失
2026-01-15,19:30,SUI,整个时间点缺失
2026-01-15,19:30,TAO,整个时间点缺失
2026-01-15,19:30,TON,整个时间点缺失
2026-01-15,19:30,TRX,整个时间点缺失
2026-01-15,19:30,UNI,整个时间点缺失
2026-01-15,19:30,XLM,整个时间点缺失
2026-01-15,19:30,XRP,整个时间点缺失
2026-01-15,20:00,AAVE,整个时间点缺失
2026-01-15,20:00,APT,整个时间点缺失
2026-01-15,20:00,BCH,整个时间点缺失
2026-01-15,20:00,BNB,整个时间点缺失
2026-01-15,20:00,BTC,整个时间点缺失
2026-01-15,20:00,CFX,整个时间点缺失
2026-01-15,20:00,CRO,整个时间点缺失
2026-01-15,20:00,CRV,整个时间点缺失
2026-01-15,20:00,DOGE,整个时间点缺失
2026-01-15,20:00,DOT,整个时间点缺失
2026-01-15,20:00,ETC,整个时间点缺失
2026-01-15,20:00,ETH,整个时间点缺失
2026-01-15,20:00,FIL,整个时间点缺失
2026-01-15,20:00,HBAR,整个时间点缺失
2026-01-15,20:00,LDO,整个时间点缺失
2026-01-15,20:00,LINK,整个时间点缺失
2026-01-15,20:00,LTC,整个时间点缺失
2026-01-15,20:00,NEAR,整个时间点缺失
2026-01-15,20:00,SOL,整个时间点缺失
2026-01-15,20:00,STX,整个时间点缺失
2026-01-15,20:00,SUI,整个时间点缺失
2026-01-15,20:00,TAO,整个时间点缺失
2026-01-15,20:00,TON,整个时间点缺失
2026-01-15,20:00,TRX,整个时间点缺失
2026-01-15,20:00,UNI,整个时间点缺失
2026-01-15,20:00,XLM,整个时间点缺失
2026-01-15,20:00,XRP,整个时间点缺失
2026-01-15,20:30,AAVE,整个时间点缺失
2026-01-15,20:30,APT,整个时间点缺失
2026-01-15,20:30,BCH,整个时间点缺失
2026-01-15,20:30,BNB,整个时间点缺失
2026-01-15,20:30,BTC,整个时间点缺失
2026-01-15,20:30,CFX,整个时间点缺失
2026-01-15,20:30,CRO,整个时间点缺失
2026-01-15,20:30,CRV,整个时间点缺失
2026-01-15,20:30,DOGE,整个时间点缺失
2026-01-15,20:30,DOT,整个时间点缺失
2026-01-15,20:30,ETC,整个时间点缺失
2026-01-15,20:30,ETH,整个时间点缺失
2026-01-15,20:30,FIL,整个时间点缺失
2026-01-15,20:30,HBAR,整个时间点缺失
2026-01-15,20:30,LDO,整个时间点缺失
2026-01-15,20:30,LINK,整个时间点缺失
2026-01-15,20:30,LTC,整个时间点缺失
2026-01-15,20:30,NEAR,整个时间点缺失
2026-01-15,20:30,SOL,整个时间点缺失
2026-01-15,20:30,STX,整个时间点缺失
2026-01-15,20:30,SUI,整个时间点缺失
2026-01-15,20:30,TAO,整个时间点缺失
2026-01-15,20:30,TON,整个时间点缺失
2026-01-15,20:30,TRX,整个时间点缺失
2026-01-15,20:30,UNI,整个时间点缺失
2026-01-15,20:30,XLM,整个时间点缺失
2026-01-15,20:30,XRP,整个时间点缺失
2026-01-15,21:00,AAVE,整个时间点缺失
2026-01-15,21:00,APT,整个时间点缺失
2026-01-15,21:00,BCH,整个时间点缺失
2026-01-15,21:00,BNB,整个时间点缺失
2026-01-15,21:00,BTC,整个时间点缺失
2026-01-15,21:00,CFX,整个时间点缺失
2026-01-15,21:00,CRO,整个时间点缺失
2026-01-15,21:00,CRV,整个时间点缺失
2026-01-15,21:00,DOGE,整个时间点缺失
2026-01-15,21:00,DOT,整个时间点缺失
2026-01-15,21:00,ETC,整个时间点缺失
2026-01-15,21:00,ETH,整个时间点缺失
2026-01-15,21:00,FIL,整个时间点缺失
2026-01-15,21:00,HBAR,整个时间点缺失
2026-01-15,21:00,LDO,整个时间点缺失
2026-01-15,21:00,LINK,整个时间点缺失
2026-01-15,21:00,LTC,整个时间点缺失
2026-01-15,21:00,NEAR,整个时间点缺失
2026-01-15,21:00,SOL,整个时间点缺失
2026-01-15,21:00,STX,整个时间点缺失
2026-01-15,21:00,SUI,整个时间点缺失
2026-01-15,21:00,TAO,整个时间点缺失
2026-01-15,21:00,TON,整个时间点缺失
2026-01-15,21:00,TRX,整个时间点缺失
2026-01-15,21:00,UNI,整个时间点缺失
2026-01-15,21:00,XLM,整个时间点缺失
2026-01-15,21:00,XRP,整个时间点缺失
2026-01-15,21:30,AAVE,整个时间点缺失
2026-01-15,21:30,APT,整个时间点缺失
2026-01-15,21:30,BCH,整个时间点缺失
2026-01-15,21:30,BNB,整个时间点缺失
2026-01-15,21:30,BTC,整个时间点缺失
2026-01-15,21:30,CFX,整个时间点缺失
2026-01-15,21:30,CRO,整个时间点缺失
2026-01-15,21:30,CRV,整个时间点缺失
2026-01-15,21:30,DOGE,整个时间点缺失
2026-01-15,21:30,DOT,整个时间点缺失
2026-01-15,21:30,ETC,整个时间点缺失
2026-01-15,21:30,ETH,整个时间点缺失
2026-01-15,21:30,FIL,整个时间点缺失
2026-01-15,21:30,HBAR,整个时间点缺失
2026-01-15,21:30,LDO,整个时间点缺失
2026-01-15,21:30,LINK,整个时间点缺失
2026-01-15,21:30,LTC,整个时间点缺失
2026-01-15,21:30,NEAR,整个时间点缺失
2026-01-15,21:30,SOL,整个时间点缺失
2026-01-15,21:30,STX,整个时间点缺失
2026-01-15,21:30,SUI,整个时间点缺失
2026-01-15,21:30,TAO,整个时间点缺失
2026-01-15,21:30,TON,整个时间点缺失
2026-01-15,21:30,TRX,整个时间点缺失
2026-01-15,21:30,UNI,整个时间点缺失
2026-01-15,21:30,XLM,整个时间点缺失
2026-01-15,21:30,XRP,整个时间点缺失
2026-01-15,22:00,AAVE,整个时间点缺失
2026-01-15,22:00,APT,整个时间点缺失
2026-01-15,22:00,BCH,整个时间点缺失
2026-01-15,22:00,BNB,整个时间点缺失
2026-01-15,22:00,BTC,整个时间点缺失
2026-01-15,22:00,CFX,整个时间点缺失
2026-01-15,22:00,CRO,整个时间点缺失
2026-01-15,22:00,CRV,整个时间点缺失
2026-01-15,22:00,DOGE,整个时间点缺失
2026-01-15,22:00,DOT,整个时间点缺失
2026-01-15,22:00,ETC,整个时间点缺失
2026-01-15,22:00,ETH,整个时间点缺失
2026-01-15,22:00,FIL,整个时间点缺失
2026-01-15,22:00,HBAR,整个时间点缺失
2026-01-15,22:00,LDO,整个时间点缺失
2026-01-15,22:00,LINK,整个时间点缺失
2026-01-15,22:00,LTC,整个时间点缺失
2026-01-15,22:00,NEAR,整个时间点缺失
2026-01-15,22:00,SOL,整个时间点缺失
2026-01-15,22:00,STX,整个时间点缺失
2026-01-15,22:00,SUI,整个时间点缺失
2026-01-15,22:00,TAO,整个时间点缺失
2026-01-15,22:00,TON,整个时间点缺失
2026-01-15,22:00,TRX,整个时间点缺失
2026-01-15,22:00,UNI,整个时间点缺失
2026-01-15,22:00,XLM,整个时间点缺失
2026-01-15,22:00,XRP,整个时间点缺失
2026-01-15,22:30,AAVE,整个时间点缺失
2026-01-15,22:30,APT,整个时间点缺失
2026-01-15,22:30,BCH,整个时间点缺失
2026-01-15,22:30,BNB,整个时间点缺失
2026-01-15,22:30,BTC,整个时间点缺失
2026-01-15,22:30,CFX,整个时间点缺失
2026-01-15,22:30,CRO,整个时间点缺失
2026-01-15,22:30,CRV,整个时间点缺失
2026-01-15,22:30,DOGE,整个时间点缺失
2026-01-15,22:30,DOT,整个时间点缺失
2026-01-15,22:30,ETC,整个时间点缺失
2026-01-15,22:30,ETH,整个时间点缺失
2026-01-15,22:30,FIL,整个时间点缺失
2026-01-15,22:30,HBAR,整个时间点缺失
2026-01-15,22:30,LDO,整个时间点缺失
2026-01-15,22:30,LINK,整个时间点缺失
2026-01-15,22:30,LTC,整个时间点缺失
2026-01-15,22:30,NEAR,整个时间点缺失
2026-01-15,22:30,SOL,整个时间点缺失
2026-01-15,22:30,STX,整个时间点缺失
2026-01-15,22:30,SUI,整个时间点缺失
2026-01-15,22:30,TAO,整个时间点缺失
2026-01-15,22:30,TON,整个时间点缺失
2026-01-15,22:30,TRX,整个时间点缺失
2026-01-15,22:30,UNI,整个时间点缺失
2026-01-15,22:30,XLM,整个时间点缺失
2026-01-15,22:30,XRP,整个时间点缺失
2026-01-15,23:00,AAVE,整个时间点缺失
2026-01-15,23:00,APT,整个时间点缺失
2026-01-15,23:00,BCH,整个时间点缺失
2026-01-15,23:00,BNB,整个时间点缺失
2026-01-15,23:00,BTC,整个时间点缺失
2026-01-15,23:00,CFX,整个时间点缺失
2026-01-15,23:00,CRO,整个时间点缺失
2026-01-15,23:00,CRV,整个时间点缺失
2026-01-15,23:00,DOGE,整个时间点缺失
2026-01-15,23:00,DOT,整个时间点缺失
2026-01-15,23:00,ETC,整个时间点缺失
2026-01-15,23:00,ETH,整个时间点缺失
2026-01-15,23:00,FIL,整个时间点缺失
2026-01-15,23:00,HBAR,整个时间点缺失
2026-01-15,23:00,LDO,整个时间点缺失
2026-01-15,23:00,LINK,整个时间点缺失
2026-01-15,23:00,LTC,整个时间点缺失
2026-01-15,23:00,NEAR,整个时间点缺失
2026-01-15,23:00,SOL,整个时间点缺失
2026-01-15,23:00,STX,整个时间点缺失
2026-01-15,23:00,SUI,整个时间点缺失
2026-01-15,23:00,TAO,整个时间点缺失
2026-01-15,23:00,TON,整个时间点缺失
2026-01-15,23:00,TRX,整个时间点缺失
2026-01-15,23:00,UNI,整个时间点缺失
2026-01-15,23:00,XLM,整个时间点缺失
2026-01-15,23:00,XRP,整个时间点缺失
2026-01-15,23:30,AAVE,整个时间点缺失
2026-01-15,23:30,APT,整个时间点缺失
2026-01-15,23:30,BCH,整个时间点缺失
2026-01-15,23:30,BNB,整个时间点缺失
2026-01-15,23:30,BTC,整个时间点缺失
2026-01-15,23:30,CFX,整个时间点缺失
2026-01-15,23:30,CRO,整个时间点缺失
2026-01-15,23:30,CRV,整个时间点缺失
2026-01-15,23:30,DOGE,整个时间点缺失
2026-01-15,23:30,DOT,整个时间点缺失
2026-01-15,23:30,ETC,整个时间点缺失
2026-01-15,23:30,ETH,整个时间点缺失
2026-01-15,23:30,FIL,整个时间点缺失
2026-01-15,23:30,HBAR,整个时间点缺失
2026-01-15,23:30,LDO,整个时间点缺失
2026-01-15,23:30,LINK,整个时间点缺失
2026-01-15,23:30,LTC,整个时间点缺失
2026-01-15,23:30,NEAR,整个时间点缺失
2026-01-15,23:30,SOL,整个时间点缺失
2026-01-15,23:30,STX,整个时间点缺失
2026-01-15,23:30,SUI,整个时间点缺失
2026-01-15,23:30,TAO,整个时间点缺失
2026-01-15,23:30,TON,整个时间点缺失
2026-01-15,23:30,TRX,整个时间点缺失
2026-01-15,23:30,UNI,整个时间点缺失
2026-01-15,23:30,XLM,整个时间点缺失
2026-01-15,23:30,XRP,整个时间点缺失
2026-01-16,00:00,AAVE,整个时间点缺失
2026-01-16,00:00,APT,整个时间点缺失
2026-01-16,00:00,BCH,整个时间点缺失
2026-01-16,00:00,BNB,整个时间点缺失
2026-01-16,00:00,BTC,整个时间点缺失
2026-01-16,00:00,CFX,整个时间点缺失
2026-01-16,00:00,CRO,整个时间点缺失
2026-01-16,00:00,CRV,整个时间点缺失
2026-01-16,00:00,DOGE,整个时间点缺失
2026-01-16,00:00,DOT,整个时间点缺失
2026-01-16,00:00,ETC,整个时间点缺失
2026-01-16,00:00,ETH,整个时间点缺失
2026-01-16,00:00,FIL,整个时间点缺失
2026-01-16,00:00,HBAR,整个时间点缺失
2026-01-16,00:00,LDO,整个时间点缺失
2026-01-16,00:00,LINK,整个时间点缺失
2026-01-16,00:00,LTC,整个时间点缺失
2026-01-16,00:00,NEAR,整个时间点缺失
2026-01-16,00:00,SOL,整个时间点缺失
2026-01-16,00:00,STX,整个时间点缺失
2026-01-16,00:00,SUI,整个时间点缺失
2026-01-16,00:00,TAO,整个时间点缺失
2026-01-16,00:00,TON,整个时间点缺失
2026-01-16,00:00,TRX,整个时间点缺失
2026-01-16,00:00,UNI,整个时间点缺失
2026-01-16,00:00,XLM,整个时间点缺失
2026-01-16,00:00,XRP,整个时间点缺失
2026-01-16,00:30,AAVE,整个时间点缺失
2026-01-16,00:30,APT,整个时间点缺失
2026-01-16,00:30,BCH,整个时间点缺失
2026-01-16,00:30,BNB,整个时间点缺失
2026-01-16,00:30,BTC,整个时间点缺失
2026-01-16,00:30,CFX,整个时间点缺失
2026-01-16,00:30,CRO,整个时间点缺失
2026-01-16,00:30,CRV,整个时间点缺失
2026-01-16,00:30,DOGE,整个时间点缺失
2026-01-16,00:30,DOT,整个时间点缺失
2026-01-16,00:30,ETC,整个时间点缺失
2026-01-16,00:30,ETH,整个时间点缺失
2026-01-16,00:30,FIL,整个时间点缺失
2026-01-16,00:30,HBAR,整个时间点缺失
2026-01-16,00:30,LDO,整个时间点缺失
2026-01-16,00:30,LINK,整个时间点缺失
2026-01-16,00:30,LTC,整个时间点缺失
2026-01-16,00:30,NEAR,整个时间点缺失
2026-01-16,00:30,SOL,整个时间点缺失
2026-01-16,00:30,STX,整个时间点缺失
2026-01-16,00:30,SUI,整个时间点缺失
2026-01-16,00:30,TAO,整个时间点缺失
2026-01-16,00:30,TON,整个时间点缺失
2026-01-16,00:30,TRX,整个时间点缺失
2026-01-16,00:30,UNI,整个时间点缺失
2026-01-16,00:30,XLM,整个时间点缺失
2026-01-16,00:30,XRP,整个时间点缺失
2026-01-16,01:00,AAVE,整个时间点缺失
2026-01-16,01:00,APT,整个时间点缺失
2026-01-16,01:00,BCH,整个时间点缺失
2026-01-16,01:00,BNB,整个时间点缺失
2026-01-16,01:00,BTC,整个时间点缺失
2026-01-16,01:00,CFX,整个时间点缺失
2026-01-16,01:00,CRO,整个时间点缺失
2026-01-16,01:00,CRV,整个时间点缺失
2026-01-16,01:00,DOGE,整个时间点缺失
2026-01-16,01:00,DOT,整个时间点缺失
2026-01-16,01:00,ETC,整个时间点缺失
2026-01-16,01:00,ETH,整个时间点缺失
2026-01-16,01:00,FIL,整个时间点缺失
2026-01-16,01:00,HBAR,整个时间点缺失
2026-01-16,01:00,LDO,整个时间点缺失
2026-01-16,01:00,LINK,整个时间点缺失
2026-01-16,01:00,LTC,整个时间点缺失
2026-01-16,01:00,NEAR,整个时间点缺失
2026-01-16,01:00,SOL,整个时间点缺失
2026-01-16,01:00,STX,整个时间点缺失
2026-01-16,01:00,SUI,整个时间点缺失
2026-01-16,01:00,TAO,整个时间点缺失
2026-01-16,01:00,TON,整个时间点缺失
2026-01-16,01:00,TRX,整个时间点缺失
2026-01-16,01:00,UNI,整个时间点缺失
2026-01-16,01:00,XLM,整个时间点缺失
2026-01-16,01:00,XRP,整个时间点缺失
2026-01-16,01:30,AAVE,整个时间点缺失
2026-01-16,01:30,APT,整个时间点缺失
2026-01-16,01:30,BCH,整个时间点缺失
2026-01-16,01:30,BNB,整个时间点缺失
2026-01-16,01:30,BTC,整个时间点缺失
2026-01-16,01:30,CFX,整个时间点缺失
2026-01-16,01:30,CRO,整个时间点缺失
2026-01-16,01:30,CRV,整个时间点缺失
2026-01-16,01:30,DOGE,整个时间点缺失
2026-01-16,01:30,DOT,整个时间点缺失
2026-01-16,01:30,ETC,整个时间点缺失
2026-01-16,01:30,ETH,整个时间点缺失
2026-01-16,01:30,FIL,整个时间点缺失
2026-01-16,01:30,HBAR,整个时间点缺失
2026-01-16,01:30,LDO,整个时间点缺失
2026-01-16,01:30,LINK,整个时间点缺失
2026-01-16,01:30,LTC,整个时间点缺失
2026-01-16,01:30,NEAR,整个时间点缺失
2026-01-16,01:30,SOL,整个时间点缺失
2026-01-16,01:30,STX,整个时间点缺失
2026-01-16,01:30,SUI,整个时间点缺失
2026-01-16,01:30,TAO,整个时间点缺失
2026-01-16,01:30,TON,整个时间点缺失
2026-01-16,01:30,TRX,整个时间点缺失
2026-01-16,01:30,UNI,整个时间点缺失
2026-01-16,01:30,XLM,整个时间点缺失
2026-01-16,01:30,XRP,整个时间点缺失
2026-01-16,02:00,AAVE,整个时间点缺失
2026-01-16,02:00,APT,整个时间点缺失
2026-01-16,02:00,BCH,整个时间点缺失
2026-01-16,02:00,BNB,整个时间点缺失
2026-01-16,02:00,BTC,整个时间点缺失
2026-01-16,02:00,CFX,整个时间点缺失
2026-01-16,02:00,CRO,整个时间点缺失
2026-01-16,02:00,CRV,整个时间点缺失
2026-01-16,02:00,DOGE,整个时间点缺失
2026-01-16,02:00,DOT,整个时间点缺失
2026-01-16,02:00,ETC,整个时间点缺失
2026-01-16,02:00,ETH,整个时间点缺失
2026-01-16,02:00,FIL,整个时间点缺失
2026-01-16,02:00,HBAR,整个时间点缺失
2026-01-16,02:00,LDO,整个时间点缺失
2026-01-16,02:00,LINK,整个时间点缺失
2026-01-16,02:00,LTC,整个时间点缺失
2026-01-16,02:00,NEAR,整个时间点缺失
2026-01-16,02:00,SOL,整个时间点缺失
2026-01-16,02:00,STX,整个时间点缺失
2026-01-16,02:00,SUI,整个时间点缺失
2026-01-16,02:00,TAO,整个时间点缺失
2026-01-16,02:00,TON,整个时间点缺失
2026-01-16,02:00,TRX,整个时间点缺失
2026-01-16,02:00,UNI,整个时间点缺失
2026-01-16,02:00,XLM,整个时间点缺失
2026-01-16,02:00,XRP,整个时间点缺失
2026-01-16,02:30,AAVE,整个时间点缺失
2026-01-16,02:30,APT,整个时间点缺失
2026-01-16,02:30,BCH,整个时间点缺失
2026-01-16,02:30,BNB,整个时间点缺失
2026-01-16,02:30,BTC,整个时间点缺失
2026-01-16,02:30,CFX,整个时间点缺失
2026-01-16,02:30,CRO,整个时间点缺失
2026-01-16,02:30,CRV,整个时间点缺失
2026-01-16,02:30,DOGE,整个时间点缺失
2026-01-16,02:30,DOT,整个时间点缺失
2026-01-16,02:30,ETC,整个时间点缺失
2026-01-16,02:30,ETH,整个时间点缺失
2026-01-16,02:30,FIL,整个时间点缺失
2026-01-16,02:30,HBAR,整个时间点缺失
2026-01-16,02:30,LDO,整个时间点缺失
2026-01-16,02:30,LINK,整个时间点缺失
2026-01-16,02:30,LTC,整个时间点缺失
2026-01-16,02:30,NEAR,整个时间点缺失
2026-01-16,02:30,SOL,整个时间点缺失
2026-01-16,02:30,STX,整个时间点缺失
2026-01-16,02:30,SUI,整个时间点缺失
2026-01-16,02:30,TAO,整个时间点缺失
2026-01-16,02:30,TON,整个时间点缺失
2026-01-16,02:30,TRX,整个时间点缺失
2026-01-16,02:30,UNI,整个时间点缺失
2026-01-16,02:30,XLM,整个时间点缺失
2026-01-16,02:30,XRP,整个时间点缺失
2026-01-16,03:00,AAVE,整个时间点缺失
2026-01-16,03:00,APT,整个时间点缺失
2026-01-16,03:00,BCH,整个时间点缺失
2026-01-16,03:00,BNB,整个时间点缺失
2026-01-16,03:00,BTC,整个时间点缺失
2026-01-16,03:00,CFX,整个时间点缺失
2026-01-16,03:00,CRO,整个时间点缺失
2026-01-16,03:00,CRV,整个时间点缺失
2026-01-16,03:00,DOGE,整个时间点缺失
2026-01-16,03:00,DOT,整个时间点缺失
2026-01-16,03:00,ETC,整个时间点缺失
2026-01-16,03:00,ETH,整个时间点缺失
2026-01-16,03:00,FIL,整个时间点缺失
2026-01-16,03:00,HBAR,整个时间点缺失
2026-01-16,03:00,LDO,整个时间点缺失
2026-01-16,03:00,LINK,整个时间点缺失
2026-01-16,03:00,LTC,整个时间点缺失
2026-01-16,03:00,NEAR,整个时间点缺失
2026-01-16,03:00,SOL,整个时间点缺失
2026-01-16,03:00,STX,整个时间点缺失
2026-01-16,03:00,SUI,整个时间点缺失
2026-01-16,03:00,TAO,整个时间点缺失
2026-01-16,03:00,TON,整个时间点缺失
2026-01-16,03:00,TRX,整个时间点缺失
2026-01-16,03:00,UNI,整个时间点缺失
2026-01-16,03:00,XLM,整个时间点缺失
2026-01-16,03:00,XRP,整个时间点缺失
2026-01-16,03:30,AAVE,整个时间点缺失
2026-01-16,03:30,APT,整个时间点缺失
2026-01-16,03:30,BCH,整个时间点缺失
2026-01-16,03:30,BNB,整个时间点缺失
2026-01-16,03:30,BTC,整个时间点缺失
2026-01-16,03:30,CFX,整个时间点缺失
2026-01-16,03:30,CRO,整个时间点缺失
2026-01-16,03:30,CRV,整个时间点缺失
2026-01-16,03:30,DOGE,整个时间点缺失
2026-01-16,03:30,DOT,整个时间点缺失
2026-01-16,03:30,ETC,整个时间点缺失
2026-01-16,03:30,ETH,整个时间点缺失
2026-01-16,03:30,FIL,整个时间点缺失
2026-01-16,03:30,HBAR,整个时间点缺失
2026-01-16,03:30,LDO,整个时间点缺失
2026-01-16,03:30,LINK,整个时间点缺失
2026-01-16,03:30,LTC,整个时间点缺失
2026-01-16,03:30,NEAR,整个时间点缺失
2026-01-16,03:30,SOL,整个时间点缺失
2026-01-16,03:30,STX,整个时间点缺失
2026-01-16,03:30,SUI,整个时间点缺失
2026-01-16,03:30,TAO,整个时间点缺失
2026-01-16,03:30,TON,整个时间点缺失
2026-01-16,03:30,TRX,整个时间点缺失
2026-01-16,03:30,UNI,整个时间点缺失
2026-01-16,03:30,XLM,整个时间点缺失
2026-01-16,03:30,XRP,整个时间点缺失
2026-01-16,04:00,AAVE,整个时间点缺失
2026-01-16,04:00,APT,整个时间点缺失
2026-01-16,04:00,BCH,整个时间点缺失
2026-01-16,04:00,BNB,整个时间点缺失
2026-01-16,04:00,BTC,整个时间点缺失
2026-01-16,04:00,CFX,整个时间点缺失
2026-01-16,04:00,CRO,整个时间点缺失
2026-01-16,04:00,CRV,整个时间点缺失
2026-01-16,04:00,DOGE,整个时间点缺失
2026-01-16,04:00,DOT,整个时间点缺失
2026-01-16,04:00,ETC,整个时间点缺失
2026-01-16,04:00,ETH,整个时间点缺失
2026-01-16,04:00,FIL,整个时间点缺失
2026-01-16,04:00,HBAR,整个时间点缺失
2026-01-16,04:00,LDO,整个时间点缺失
2026-01-16,04:00,LINK,整个时间点缺失
